Engine_Size,Num_Doors,Price,Age_Month,KM,Mfr_Guarantee,Power_Steering
1.3,2/3-Doors,6250,80,92830,0,1
1.6,4/5-Doors,9900,80,92255,1,1
1.3,4/5-Doors,7300,80,92096,0,1
1.3,2/3-Doors,8950,72,91921,0,1
1.3,2/3-Doors,6500,70,91900,0,1
1.6,4/5-Doors,7950,78,91399,1,1
1.6,2/3-Doors,7450,75,91082,1,1
1.3,4/5-Doors,7950,71,90370,1,1
1.3,4/5-Doors,8500,78,90345,0,1
1.3,2/3-Doors,6950,77,90305,0,1
1.3,2/3-Doors,7950,78,90011,1,1
1.3,2/3-Doors,6750,77,90000,0,1
1.6,2/3-Doors,8450,70,89983,1,1
1.6,4/5-Doors,7500,78,89953,0,1
2.0,2/3-Doors,8750,74,89800,0,1
1.3,4/5-Doors,8750,79,89739,1,1
1.6,2/3-Doors,8950,76,89520,1,1
1.3,2/3-Doors,7450,75,89507,0,1
1.6,Stationwagen,9200,69,89096,0,1
1.6,2/3-Doors,8950,74,88700,0,1
1.6,4/5-Doors,7850,72,88500,0,1
2.0,2/3-Doors,6950,73,88186,0,1
1.6,2/3-Doors,7200,75,88000,0,1
1.6,2/3-Doors,7450,78,87743,0,1
1.3,2/3-Doors,6750,75,87613,0,1
1.6,2/3-Doors,7500,73,87358,1,1
1.6,4/5-Doors,7450,72,87083,1,1
1.6,4/5-Doors,7950,70,87000,1,1
1.6,4/5-Doors,7250,78,87000,0,1
1.3,2/3-Doors,7950,73,87000,0,1
1.3,2/3-Doors,8250,80,87000,0,1
1.6,4/5-Doors,8250,72,86860,1,1
1.6,2/3-Doors,6750,80,86109,0,1
1.3,4/5-Doors,8750,79,86000,0,1
1.6,2/3-Doors,8950,80,86000,0,1
2.0,4/5-Doors,8500,70,85864,0,1
1.6,4/5-Doors,8250,80,85565,0,1
1.6,2/3-Doors,9450,70,85470,0,1
1.6,2/3-Doors,7950,73,85200,1,1
1.6,2/3-Doors,7900,70,85000,1,1
1.6,2/3-Doors,8500,73,84988,0,1
1.6,4/5-Doors,8250,79,84966,0,1
1.6,4/5-Doors,8250,76,84472,1,1
1.6,4/5-Doors,8950,73,84402,1,1
1.6,2/3-Doors,7950,74,84123,0,1
1.6,4/5-Doors,6950,80,84000,0,1
1.6,4/5-Doors,7250,78,84000,0,1
1.6,Stationwagen,7750,77,84000,0,1
1.6,2/3-Doors,8700,75,83850,0,1
2.0,4/5-Doors,8950,80,83540,1,1
1.6,4/5-Doors,6750,76,83405,0,1
1.6,4/5-Doors,7500,71,83291,0,1
1.3,2/3-Doors,7950,69,83133,0,1
1.3,2/3-Doors,8950,71,83047,0,1
1.6,2/3-Doors,7950,71,82700,0,1
1.3,2/3-Doors,7450,78,82675,0,1
1.3,2/3-Doors,5950,78,82595,0,1
1.6,2/3-Doors,7750,75,82256,0,1
1.3,2/3-Doors,6950,77,82103,1,1
1.3,4/5-Doors,8750,80,82021,1,1
1.6,4/5-Doors,8950,71,82000,0,1
1.6,4/5-Doors,7495,79,81988,1,1
1.6,4/5-Doors,7750,76,81930,1,1
1.6,2/3-Doors,6950,70,81663,0,1
1.6,4/5-Doors,7990,77,80486,0,1
1.6,4/5-Doors,7250,78,80000,0,1
1.3,2/3-Doors,6900,69,79000,0,1
1.6,4/5-Doors,7750,74,78894,0,1
1.6,4/5-Doors,7250,78,78689,0,1
1.3,2/3-Doors,8950,77,78435,0,0
1.6,2/3-Doors,8500,71,78260,0,1
1.6,4/5-Doors,7950,72,78120,1,1
1.3,2/3-Doors,6950,77,77000,0,1
1.6,2/3-Doors,8000,78,77000,0,1
1.6,2/3-Doors,7950,75,76382,0,1
1.3,2/3-Doors,8500,76,76268,1,1
1.3,2/3-Doors,7490,73,76151,0,1
1.6,2/3-Doors,8250,80,76000,1,1
1.6,4/5-Doors,9250,71,76000,0,1
1.3,4/5-Doors,7950,72,75840,0,1
1.6,2/3-Doors,9500,77,75799,0,1
1.6,2/3-Doors,8950,72,75525,0,1
1.3,Stationwagen,8450,78,75323,0,1
1.6,Stationwagen,7995,79,75322,0,1
1.6,4/5-Doors,8750,78,75226,0,1
1.3,4/5-Doors,5950,71,75085,0,1
1.6,4/5-Doors,8500,73,75000,0,1
1.3,4/5-Doors,8950,69,75000,1,0
1.3,4/5-Doors,8750,69,75000,1,1
2.0,4/5-Doors,7600,78,74926,0,1
1.6,4/5-Doors,7145,80,74785,0,1
1.6,Stationwagen,8450,69,74573,1,1
1.3,2/3-Doors,5950,75,74567,0,1
1.6,4/5-Doors,9000,80,74196,0,1
1.6,2/3-Doors,7250,80,74151,0,1
1.6,2/3-Doors,7400,75,74096,0,1
1.6,4/5-Doors,8800,79,74093,1,1
1.6,2/3-Doors,7750,71,74000,0,1
1.3,2/3-Doors,7500,75,74000,0,1
1.3,4/5-Doors,8450,78,73638,0,1
1.6,4/5-Doors,7400,75,73460,0,1
1.6,4/5-Doors,7500,80,73200,0,1
1.6,4/5-Doors,8950,76,73116,0,1
1.6,4/5-Doors,8950,70,73014,0,1
1.6,2/3-Doors,7950,77,72703,0,1
1.6,4/5-Doors,7950,79,72328,0,1
1.6,4/5-Doors,7950,78,72222,0,1
1.6,4/5-Doors,8950,71,72128,0,1
1.6,4/5-Doors,7750,78,72090,1,1
1.6,4/5-Doors,8250,78,72000,1,1
1.6,2/3-Doors,7950,78,72000,1,1
1.3,2/3-Doors,7750,77,71900,1,1
1.6,4/5-Doors,8500,77,71825,0,1
1.6,4/5-Doors,6950,80,71740,0,1
1.6,4/5-Doors,7500,80,71500,0,1
1.6,2/3-Doors,7750,79,71359,1,1
1.6,2/3-Doors,7500,78,71186,0,1
1.3,2/3-Doors,8950,72,71054,0,0
1.6,2/3-Doors,7950,76,71000,1,0
1.6,4/5-Doors,6900,80,70939,0,1
1.6,2/3-Doors,7450,77,70932,1,1
1.6,2/3-Doors,8500,80,70597,1,1
1.6,Stationwagen,7500,73,70482,0,1
1.6,2/3-Doors,8750,77,70124,1,1
1.6,2/3-Doors,7500,76,70039,1,1
1.6,4/5-Doors,9950,80,69904,0,1
1.3,2/3-Doors,7950,75,69388,0,0
1.6,4/5-Doors,9950,75,69320,1,1
1.6,4/5-Doors,9250,78,69000,0,1
1.3,4/5-Doors,9250,73,68988,1,1
1.6,Stationwagen,9950,79,68945,1,1
1.6,2/3-Doors,5950,74,68285,1,1
1.6,4/5-Doors,7995,76,68000,0,1
1.3,2/3-Doors,8950,70,68000,1,1
1.3,4/5-Doors,7450,75,67451,0,1
1.3,4/5-Doors,8250,76,67266,0,1
1.6,Stationwagen,8500,78,67255,0,1
1.6,4/5-Doors,8500,70,67100,0,1
2.0,2/3-Doors,9400,69,67092,0,1
1.6,2/3-Doors,7250,80,66880,1,1
1.6,4/5-Doors,8950,79,66855,0,1
1.6,4/5-Doors,9450,80,66843,1,1
1.6,2/3-Doors,8500,74,66718,0,1
1.3,2/3-Doors,6750,80,66168,1,1
1.6,4/5-Doors,7400,80,65950,0,1
1.3,2/3-Doors,8950,78,65500,1,1
1.6,2/3-Doors,6900,80,65307,1,1
1.3,2/3-Doors,7750,79,65254,1,1
2.0,2/3-Doors,8950,71,65021,0,1
1.3,2/3-Doors,6950,75,65006,0,1
1.6,4/5-Doors,8495,77,64280,1,1
1.6,2/3-Doors,10000,75,64000,0,1
1.6,4/5-Doors,6999,71,64000,0,1
1.6,2/3-Doors,8950,80,64000,0,1
1.6,4/5-Doors,8500,79,63918,0,1
1.6,4/5-Doors,8750,75,63634,0,1
1.6,4/5-Doors,9000,80,63266,1,1
1.6,2/3-Doors,8950,77,62595,1,1
1.6,4/5-Doors,6950,80,62581,0,1
1.6,4/5-Doors,8500,77,62285,1,1
1.3,4/5-Doors,8450,77,61906,0,1
1.6,4/5-Doors,8950,74,61700,0,1
1.6,4/5-Doors,8250,77,61648,1,1
1.3,4/5-Doors,7950,75,61626,0,1
1.6,4/5-Doors,7450,70,61510,1,1
1.6,2/3-Doors,9000,79,61165,1,1
1.6,4/5-Doors,7150,70,61000,0,1
1.6,4/5-Doors,7750,76,60833,0,1
1.3,2/3-Doors,5845,70,60600,0,1
1.6,4/5-Doors,8500,72,60483,1,1
1.6,4/5-Doors,8250,80,60476,0,1
1.6,2/3-Doors,9450,79,60142,1,1
1.6,2/3-Doors,6750,69,60050,0,1
1.6,2/3-Doors,8400,77,60000,0,1
1.6,2/3-Doors,7900,76,60000,1,1
1.6,2/3-Doors,7950,76,59815,0,1
1.6,Stationwagen,8750,80,59326,1,1
1.6,2/3-Doors,9900,73,59240,1,1
1.6,4/5-Doors,6495,71,59164,0,1
1.6,2/3-Doors,8250,70,59017,1,1
1.6,2/3-Doors,6900,69,58952,0,1
1.3,2/3-Doors,7500,74,58454,0,1
1.3,4/5-Doors,7950,75,58341,1,1
2.0,4/5-Doors,8250,80,58267,0,1
1.6,2/3-Doors,8950,80,58000,0,1
1.6,2/3-Doors,9750,70,57829,0,1
1.3,2/3-Doors,8250,80,57787,1,1
1.6,4/5-Doors,8900,78,57628,0,1
1.3,Stationwagen,8950,75,57537,0,1
1.6,2/3-Doors,6750,76,57263,0,1
1.6,4/5-Doors,7950,75,57144,1,1
1.3,2/3-Doors,8600,69,57096,0,1
1.3,4/5-Doors,7750,80,57000,1,1
1.6,2/3-Doors,7800,73,56566,0,1
1.6,2/3-Doors,8750,73,56307,1,1
1.3,2/3-Doors,9500,79,56214,0,1
1.6,4/5-Doors,7750,74,56132,0,1
1.6,4/5-Doors,9950,79,55425,1,1
1.3,2/3-Doors,7750,77,54439,0,1
1.6,2/3-Doors,5950,69,53809,0,1
1.6,4/5-Doors,10950,76,53133,1,1
1.6,4/5-Doors,9450,77,52900,0,1
1.6,2/3-Doors,8250,80,52700,0,1
1.6,4/5-Doors,9750,69,52320,1,1
1.6,4/5-Doors,7450,78,52287,0,1
1.6,4/5-Doors,8750,75,52000,0,1
1.6,2/3-Doors,8750,69,52000,0,1
1.6,4/5-Doors,8500,73,52000,1,1
1.3,4/5-Doors,8950,70,51874,0,1
1.3,4/5-Doors,7500,79,49827,0,1
1.6,4/5-Doors,7250,69,49640,0,1
1.6,4/5-Doors,7450,80,49580,0,1
1.6,2/3-Doors,9800,77,48838,0,1
1.3,2/3-Doors,7500,71,48576,1,1
1.6,4/5-Doors,8950,75,48400,0,1
2.0,4/5-Doors,8950,74,48242,0,1
2.0,4/5-Doors,7450,70,47955,0,1
1.6,4/5-Doors,8950,71,47633,0,0
1.3,4/5-Doors,10500,78,47400,1,1
1.3,2/3-Doors,7000,73,47360,0,1
1.6,2/3-Doors,8500,77,45507,0,1
1.3,4/5-Doors,7750,76,45410,1,1
1.6,2/3-Doors,8950,70,44850,0,1
1.6,4/5-Doors,8250,69,44826,0,1
1.6,2/3-Doors,9250,80,44444,1,1
1.6,4/5-Doors,7900,75,43720,0,1
1.3,4/5-Doors,8500,78,43622,0,1
1.6,4/5-Doors,7950,76,43532,1,1
1.6,2/3-Doors,9950,69,42800,1,1
1.6,4/5-Doors,8750,74,42317,1,1
1.6,2/3-Doors,7500,80,42186,0,1
1.6,2/3-Doors,6950,72,42000,0,1
1.6,4/5-Doors,8950,79,40093,0,1
1.6,2/3-Doors,8750,79,39800,0,1
1.3,2/3-Doors,7750,73,39168,1,1
1.6,2/3-Doors,8450,75,38945,1,1
1.6,4/5-Doors,8150,76,36537,0,0
1.3,2/3-Doors,8500,78,36000,0,1
1.6,2/3-Doors,7600,78,36000,1,1
1.3,2/3-Doors,7950,80,35821,0,1
1.3,2/3-Doors,7750,73,34717,0,1
1.3,4/5-Doors,7950,80,34000,1,0
1.6,2/3-Doors,9950,78,30964,1,1
1.3,2/3-Doors,8950,71,29000,1,1
1.3,2/3-Doors,8450,72,26000,0,1
1.3,4/5-Doors,8950,78,24000,1,1
1.3,2/3-Doors,8450,80,23000,0,1
1.3,2/3-Doors,7500,69,20544,1,1
1.3,2/3-Doors,10845,72,19000,0,1
1.3,2/3-Doors,8500,71,17016,0,1
1.3,2/3-Doors,7250,70,16916,1,0
1.6,4/5-Doors,6950,76,1,0,1
